"","term","gene"
"531","Astrocytes%ENCODE%3.txt9","PTN"
"532","Astrocytes%ENCODE%3.txt10","ADAM12"
"533","Astrocytes%ENCODE%3.txt11","DPF3"
"534","Astrocytes%ENCODE%3.txt12","DAPK2"
"535","Astrocytes%ENCODE%3.txt13","ANKRD1"
"536","Astrocytes%ENCODE%3.txt14","PNMAL1"
"537","Astrocytes%ENCODE%3.txt15","ASAP3"
"538","Astrocytes%ENCODE%3.txt16","DOK5"
"539","Astrocytes%ENCODE%3.txt17","GABRQ"
"540","Astrocytes%ENCODE%3.txt18","AGPAT4"
"541","Astrocytes%ENCODE%3.txt19","PSRC1"
"542","Astrocytes%ENCODE%3.txt20","OLFML2A"
"543","Astrocytes%FANTOM%1.txt1","ACTA2"
"544","Astrocytes%FANTOM%1.txt2","ACTG2"
"545","Astrocytes%FANTOM%1.txt3","APLP1"
"546","Astrocytes%FANTOM%1.txt4","BGN"
"547","Astrocytes%FANTOM%1.txt5","BST1"
"548","Astrocytes%FANTOM%1.txt6","C1S"
"549","Astrocytes%FANTOM%1.txt7","SERPINH1"
"550","Astrocytes%FANTOM%1.txt8","CDH6"
"551","Astrocytes%FANTOM%1.txt9","CDH11"
"552","Astrocytes%FANTOM%1.txt10","CHN1"
"553","Astrocytes%FANTOM%1.txt11","CLU"
"554","Astrocytes%FANTOM%1.txt12","CNN1"
"555","Astrocytes%FANTOM%1.txt13","COL1A1"
"556","Astrocytes%FANTOM%1.txt14","COL1A2"
"557","Astrocytes%FANTOM%1.txt15","COL3A1"
"558","Astrocytes%FANTOM%1.txt16","COL5A1"
"559","Astrocytes%FANTOM%1.txt17","COL5A2"
"560","Astrocytes%FANTOM%1.txt18","COL6A1"
"561","Astrocytes%FANTOM%1.txt19","COL6A2"
"562","Astrocytes%FANTOM%1.txt20","COL6A3"
"563","Astrocytes%FANTOM%1.txt21","COL8A2"
"564","Astrocytes%FANTOM%1.txt22","COL13A1"
"565","Astrocytes%FANTOM%1.txt23","CRABP2"
"566","Astrocytes%FANTOM%1.txt24","VCAN"
"567","Astrocytes%FANTOM%1.txt25","DCN"
"568","Astrocytes%FANTOM%1.txt26","DIO2"
"569","Astrocytes%FANTOM%1.txt27","DPYSL3"
"570","Astrocytes%FANTOM%1.txt28","DUSP2"
"571","Astrocytes%FANTOM%1.txt29","FAP"
"572","Astrocytes%FANTOM%1.txt30","FBLN2"
"573","Astrocytes%FANTOM%1.txt31","FBN1"
"574","Astrocytes%FANTOM%1.txt32","FGFR1"
"575","Astrocytes%FANTOM%1.txt33","FGG"
"576","Astrocytes%FANTOM%1.txt34","FLNC"
"577","Astrocytes%FANTOM%1.txt35","FN1"
"578","Astrocytes%FANTOM%1.txt36","FZD2"
"579","Astrocytes%FANTOM%1.txt37","GATA6"
"580","Astrocytes%FANTOM%1.txt38","GBP2"
"581","Astrocytes%FANTOM%1.txt39","GEM"
"582","Astrocytes%FANTOM%1.txt40","GNG11"
"583","Astrocytes%FANTOM%1.txt41","CFH"
"584","Astrocytes%FANTOM%1.txt42","HOXB2"
"585","Astrocytes%FANTOM%1.txt43","CFI"
"586","Astrocytes%FANTOM%1.txt44","IGFBP2"
"587","Astrocytes%FANTOM%1.txt45","IGFBP3"
"588","Astrocytes%FANTOM%1.txt46","IGFBP5"
"589","Astrocytes%FANTOM%1.txt47","IGFBP6"
"590","Astrocytes%FANTOM%1.txt48","ITGA7"
"591","Astrocytes%FANTOM%1.txt49","AFF3"
"592","Astrocytes%FANTOM%1.txt50","LAMA4"
"593","Astrocytes%FANTOM%1.txt51","LIF"
"594","Astrocytes%FANTOM%1.txt52","LOX"
"595","Astrocytes%FANTOM%1.txt53","LOXL1"
"596","Astrocytes%FANTOM%1.txt54","LUM"
"597","Astrocytes%FANTOM%1.txt55","MAP1A"
"598","Astrocytes%FANTOM%1.txt56","MATN2"
"599","Astrocytes%FANTOM%1.txt57","MDK"
"600","Astrocytes%FANTOM%1.txt58","MEST"
"601","Astrocytes%FANTOM%1.txt59","MFAP4"
"602","Astrocytes%FANTOM%1.txt60","MGP"
"603","Astrocytes%FANTOM%1.txt61","MMP2"
"604","Astrocytes%FANTOM%1.txt62","MN1"
"605","Astrocytes%FANTOM%1.txt63","MYLK"
"606","Astrocytes%FANTOM%1.txt64","NAP1L3"
"607","Astrocytes%FANTOM%1.txt65","CLDN11"
"608","Astrocytes%FANTOM%1.txt66","OXTR"
"609","Astrocytes%FANTOM%1.txt67","PALM"
"610","Astrocytes%FANTOM%1.txt68","PAX6"
"611","Astrocytes%FANTOM%1.txt69","PCOLCE"
"612","Astrocytes%FANTOM%1.txt70","PDGFRA"
"613","Astrocytes%FANTOM%1.txt71","PDGFRB"
"614","Astrocytes%FANTOM%1.txt72","SERPINF1"
"615","Astrocytes%FANTOM%1.txt73","PLN"
"616","Astrocytes%FANTOM%1.txt74","PPP1R3C"
"617","Astrocytes%FANTOM%1.txt75","PTGIS"
"618","Astrocytes%FANTOM%1.txt76","PTN"
"619","Astrocytes%FANTOM%1.txt77","PTPRN"
"620","Astrocytes%FANTOM%1.txt78","RARB"
"621","Astrocytes%FANTOM%1.txt79","RARRES1"
"622","Astrocytes%FANTOM%1.txt80","RARRES2"
"623","Astrocytes%FANTOM%1.txt81","RGS4"
"624","Astrocytes%FANTOM%1.txt82","CCL2"
"625","Astrocytes%FANTOM%1.txt83","CXCL12"
"626","Astrocytes%FANTOM%1.txt84","SFRP4"
"627","Astrocytes%FANTOM%1.txt85","SLC14A1"
"628","Astrocytes%FANTOM%1.txt86","SPARC"
"629","Astrocytes%FANTOM%1.txt87","TAGLN"
"630","Astrocytes%FANTOM%1.txt88","NR2F1"
"631","Astrocytes%FANTOM%1.txt89","TFPI"
"632","Astrocytes%FANTOM%1.txt90","TGM2"
"633","Astrocytes%FANTOM%1.txt91","THY1"
"634","Astrocytes%FANTOM%1.txt92","TIMP1"
"635","Astrocytes%FANTOM%1.txt93","TIMP2"
"636","Astrocytes%FANTOM%1.txt94","TNS1"
"637","Astrocytes%FANTOM%1.txt95","TPM1"
"638","Astrocytes%FANTOM%1.txt96","TPM2"
"639","Astrocytes%FANTOM%1.txt97","TNFSF4"
"640","Astrocytes%FANTOM%1.txt98","UCHL1"
"641","Astrocytes%FANTOM%1.txt99","VCAM1"
"642","Astrocytes%FANTOM%1.txt100","WNT5A"
"643","Astrocytes%FANTOM%1.txt101","ADAM12"
"644","Astrocytes%FANTOM%1.txt102","MFAP5"
"645","Astrocytes%FANTOM%1.txt103","FZD7"
"646","Astrocytes%FANTOM%1.txt104","RGS5"
"647","Astrocytes%FANTOM%1.txt105","PDE5A"
"648","Astrocytes%FANTOM%1.txt106","ADAM19"
"649","Astrocytes%FANTOM%1.txt107","CACNA1H"
"650","Astrocytes%FANTOM%1.txt108","DIRAS3"
"651","Astrocytes%FANTOM%1.txt109","CRLF1"
"652","Astrocytes%FANTOM%1.txt110","DHRS3"
"653","Astrocytes%FANTOM%1.txt111","ADAMTS2"
"654","Astrocytes%FANTOM%1.txt112","SEMA3E"
"655","Astrocytes%FANTOM%1.txt113","HEPH"
"656","Astrocytes%FANTOM%1.txt114","MRC2"
"657","Astrocytes%FANTOM%1.txt115","GFPT2"
"658","Astrocytes%FANTOM%1.txt116","HS3ST3A1"
"659","Astrocytes%FANTOM%1.txt117","EDIL3"
"660","Astrocytes%FANTOM%1.txt118","LRRC17"
"661","Astrocytes%FANTOM%1.txt119","BTN3A3"
"662","Astrocytes%FANTOM%1.txt120","MYL9"
"663","Astrocytes%FANTOM%1.txt121","SPON2"
"664","Astrocytes%FANTOM%1.txt122","POSTN"
"665","Astrocytes%FANTOM%1.txt123","NES"
"666","Astrocytes%FANTOM%1.txt124","GLIPR1"
"667","Astrocytes%FANTOM%1.txt125","PADI2"
"668","Astrocytes%FANTOM%1.txt126","FILIP1L"
"669","Astrocytes%FANTOM%1.txt127","SYNPO"
"670","Astrocytes%FANTOM%1.txt128","NID2"
"671","Astrocytes%FANTOM%1.txt129","NFASC"
"672","Astrocytes%FANTOM%1.txt130","SULF1"
"673","Astrocytes%FANTOM%1.txt131","MXRA5"
"674","Astrocytes%FANTOM%1.txt132","MOXD1"
"675","Astrocytes%FANTOM%1.txt133","PCOLCE2"
"676","Astrocytes%FANTOM%1.txt134","GREM1"
"677","Astrocytes%FANTOM%1.txt135","ANKRD1"
"678","Astrocytes%FANTOM%1.txt136","SRPX2"
"679","Astrocytes%FANTOM%1.txt137","EFEMP2"
"680","Astrocytes%FANTOM%1.txt138","CPA4"
"681","Astrocytes%FANTOM%1.txt139","COPZ2"
"682","Astrocytes%FANTOM%1.txt140","SLC22A17"
"683","Astrocytes%FANTOM%1.txt141","DACT1"
"684","Astrocytes%FANTOM%1.txt142","TRPV2"
"685","Astrocytes%FANTOM%1.txt143","SCARA3"
"686","Astrocytes%FANTOM%1.txt144","MXRA8"
"687","Astrocytes%FANTOM%1.txt145","SYTL2"
"688","Astrocytes%FANTOM%1.txt146","PNMAL1"
"689","Astrocytes%FANTOM%1.txt147","MEG3"
"690","Astrocytes%FANTOM%1.txt148","OLFML3"
"691","Astrocytes%FANTOM%1.txt149","RCN3"
"692","Astrocytes%FANTOM%1.txt150","FKBP10"
"693","Astrocytes%FANTOM%1.txt151","CLSTN2"
"694","Astrocytes%FANTOM%1.txt152","XYLT1"
"695","Astrocytes%FANTOM%1.txt153","C9orf16"
"696","Astrocytes%FANTOM%1.txt154","GLT8D2"
"697","Astrocytes%FANTOM%1.txt155","SLC12A8"
"698","Astrocytes%FANTOM%1.txt156","CREB3L1"
"699","Astrocytes%FANTOM%1.txt157","CHRDL1"
"700","Astrocytes%FANTOM%1.txt158","LYPD1"
"701","Astrocytes%FANTOM%1.txt159","ZCCHC24"
"702","Astrocytes%FANTOM%2.txt1","ACTA2"
"703","Astrocytes%FANTOM%2.txt2","ACTG2"
"704","Astrocytes%FANTOM%2.txt3","BGN"
"705","Astrocytes%FANTOM%2.txt4","CNN1"
"706","Astrocytes%FANTOM%2.txt5","COL1A1"
"707","Astrocytes%FANTOM%2.txt6","COL1A2"
"708","Astrocytes%FANTOM%2.txt7","COL3A1"
"709","Astrocytes%FANTOM%2.txt8","COL5A1"
"710","Astrocytes%FANTOM%2.txt9","COL6A1"
"711","Astrocytes%FANTOM%2.txt10","COL6A2"
"712","Astrocytes%FANTOM%2.txt11","COL8A2"
"713","Astrocytes%FANTOM%2.txt12","VCAN"
"714","Astrocytes%FANTOM%2.txt13","DIO2"
"715","Astrocytes%FANTOM%2.txt14","DPYSL3"
"716","Astrocytes%FANTOM%2.txt15","FBLN2"
"717","Astrocytes%FANTOM%2.txt16","FGG"
"718","Astrocytes%FANTOM%2.txt17","FLNC"
"719","Astrocytes%FANTOM%2.txt18","FN1"
"720","Astrocytes%FANTOM%2.txt19","CFH"
"721","Astrocytes%FANTOM%2.txt20","HOXB2"
"722","Astrocytes%FANTOM%2.txt21","CFI"
"723","Astrocytes%FANTOM%2.txt22","IGFBP2"
"724","Astrocytes%FANTOM%2.txt23","IGFBP3"
"725","Astrocytes%FANTOM%2.txt24","IGFBP5"
"726","Astrocytes%FANTOM%2.txt25","LAMA4"
"727","Astrocytes%FANTOM%2.txt26","LOXL1"
"728","Astrocytes%FANTOM%2.txt27","LUM"
"729","Astrocytes%FANTOM%2.txt28","MEST"
"730","Astrocytes%FANTOM%2.txt29","MFAP4"
"731","Astrocytes%FANTOM%2.txt30","MGP"
"732","Astrocytes%FANTOM%2.txt31","MYLK"
"733","Astrocytes%FANTOM%2.txt32","OXTR"
"734","Astrocytes%FANTOM%2.txt33","PCOLCE"
"735","Astrocytes%FANTOM%2.txt34","PDGFRA"
"736","Astrocytes%FANTOM%2.txt35","PDGFRB"
"737","Astrocytes%FANTOM%2.txt36","PLN"
"738","Astrocytes%FANTOM%2.txt37","PPP1R3C"
"739","Astrocytes%FANTOM%2.txt38","PTGIS"
"740","Astrocytes%FANTOM%2.txt39","PTN"
"741","Astrocytes%FANTOM%2.txt40","PTPRN"
"742","Astrocytes%FANTOM%2.txt41","RARRES1"
"743","Astrocytes%FANTOM%2.txt42","RARRES2"
"744","Astrocytes%FANTOM%2.txt43","RGS4"
"745","Astrocytes%FANTOM%2.txt44","CCL2"
"746","Astrocytes%FANTOM%2.txt45","CXCL12"
"747","Astrocytes%FANTOM%2.txt46","SFRP4"
"748","Astrocytes%FANTOM%2.txt47","SLC14A1"
"749","Astrocytes%FANTOM%2.txt48","SPARC"
"750","Astrocytes%FANTOM%2.txt49","TAGLN"
"751","Astrocytes%FANTOM%2.txt50","TGM2"
"752","Astrocytes%FANTOM%2.txt51","THY1"
"753","Astrocytes%FANTOM%2.txt52","TPM1"
"754","Astrocytes%FANTOM%2.txt53","TPM2"
"755","Astrocytes%FANTOM%2.txt54","TNFSF4"
"756","Astrocytes%FANTOM%2.txt55","VCAM1"
"757","Astrocytes%FANTOM%2.txt56","ADAM12"
"758","Astrocytes%FANTOM%2.txt57","MFAP5"
"759","Astrocytes%FANTOM%2.txt58","FZD7"
"760","Astrocytes%FANTOM%2.txt59","RGS5"
"761","Astrocytes%FANTOM%2.txt60","ADAM19"
"762","Astrocytes%FANTOM%2.txt61","CACNA1H"
"763","Astrocytes%FANTOM%2.txt62","DIRAS3"
"764","Astrocytes%FANTOM%2.txt63","CRLF1"
"765","Astrocytes%FANTOM%2.txt64","DHRS3"
"766","Astrocytes%FANTOM%2.txt65","ADAMTS2"
"767","Astrocytes%FANTOM%2.txt66","SEMA3E"
"768","Astrocytes%FANTOM%2.txt67","GFPT2"
"769","Astrocytes%FANTOM%2.txt68","LRRC17"
"770","Astrocytes%FANTOM%2.txt69","MYL9"
"771","Astrocytes%FANTOM%2.txt70","POSTN"
"772","Astrocytes%FANTOM%2.txt71","GLIPR1"
"773","Astrocytes%FANTOM%2.txt72","PADI2"
"774","Astrocytes%FANTOM%2.txt73","NID2"
"775","Astrocytes%FANTOM%2.txt74","SULF1"
"776","Astrocytes%FANTOM%2.txt75","MXRA5"
"777","Astrocytes%FANTOM%2.txt76","GREM1"
"778","Astrocytes%FANTOM%2.txt77","ANKRD1"
"779","Astrocytes%FANTOM%2.txt78","EFEMP2"
"780","Astrocytes%FANTOM%2.txt79","CPA4"
"781","Astrocytes%FANTOM%2.txt80","COPZ2"
"782","Astrocytes%FANTOM%2.txt81","DACT1"
"783","Astrocytes%FANTOM%2.txt82","MXRA8"
"784","Astrocytes%FANTOM%2.txt83","OLFML3"
"785","Astrocytes%FANTOM%2.txt84","RCN3"
"786","Astrocytes%FANTOM%2.txt85","XYLT1"
"787","Astrocytes%FANTOM%2.txt86","SLC12A8"
"788","Astrocytes%FANTOM%3.txt1","ACTA2"
"789","Astrocytes%FANTOM%3.txt2","ACTG2"
"790","Astrocytes%FANTOM%3.txt3","APLP1"
"791","Astrocytes%FANTOM%3.txt4","BGN"
"792","Astrocytes%FANTOM%3.txt5","C1S"
"793","Astrocytes%FANTOM%3.txt6","CDH11"
"794","Astrocytes%FANTOM%3.txt7","CLU"
"795","Astrocytes%FANTOM%3.txt8","CNN1"
"796","Astrocytes%FANTOM%3.txt9","COL1A1"
"797","Astrocytes%FANTOM%3.txt10","COL1A2"
"798","Astrocytes%FANTOM%3.txt11","COL3A1"
"799","Astrocytes%FANTOM%3.txt12","COL5A1"
"800","Astrocytes%FANTOM%3.txt13","COL5A2"
"801","Astrocytes%FANTOM%3.txt14","COL6A1"
"802","Astrocytes%FANTOM%3.txt15","COL6A2"
"803","Astrocytes%FANTOM%3.txt16","COL6A3"
"804","Astrocytes%FANTOM%3.txt17","COL8A2"
"805","Astrocytes%FANTOM%3.txt18","COL13A1"
"806","Astrocytes%FANTOM%3.txt19","VCAN"
"807","Astrocytes%FANTOM%3.txt20","DCN"
"808","Astrocytes%FANTOM%3.txt21","DIO2"
"809","Astrocytes%FANTOM%3.txt22","DPYSL3"
"810","Astrocytes%FANTOM%3.txt23","DUSP2"
"811","Astrocytes%FANTOM%3.txt24","FAP"
"812","Astrocytes%FANTOM%3.txt25","FBLN2"
"813","Astrocytes%FANTOM%3.txt26","FBN1"
"814","Astrocytes%FANTOM%3.txt27","FGG"
"815","Astrocytes%FANTOM%3.txt28","FLNC"
"816","Astrocytes%FANTOM%3.txt29","FN1"
"817","Astrocytes%FANTOM%3.txt30","CFH"
"818","Astrocytes%FANTOM%3.txt31","HOXB2"
"819","Astrocytes%FANTOM%3.txt32","CFI"
"820","Astrocytes%FANTOM%3.txt33","IGFBP2"
"821","Astrocytes%FANTOM%3.txt34","IGFBP3"
"822","Astrocytes%FANTOM%3.txt35","IGFBP5"
"823","Astrocytes%FANTOM%3.txt36","IGFBP6"
"824","Astrocytes%FANTOM%3.txt37","LAMA4"
"825","Astrocytes%FANTOM%3.txt38","LOX"
"826","Astrocytes%FANTOM%3.txt39","LOXL1"
"827","Astrocytes%FANTOM%3.txt40","LUM"
"828","Astrocytes%FANTOM%3.txt41","MAP1A"
"829","Astrocytes%FANTOM%3.txt42","MDK"
"830","Astrocytes%FANTOM%3.txt43","MEST"
"831","Astrocytes%FANTOM%3.txt44","MFAP4"
"832","Astrocytes%FANTOM%3.txt45","MGP"
"833","Astrocytes%FANTOM%3.txt46","MYLK"
"834","Astrocytes%FANTOM%3.txt47","NAP1L3"
"835","Astrocytes%FANTOM%3.txt48","CLDN11"
"836","Astrocytes%FANTOM%3.txt49","OXTR"
"837","Astrocytes%FANTOM%3.txt50","PCOLCE"
"838","Astrocytes%FANTOM%3.txt51","PDGFRA"
"839","Astrocytes%FANTOM%3.txt52","PDGFRB"
"840","Astrocytes%FANTOM%3.txt53","PLN"
"841","Astrocytes%FANTOM%3.txt54","PPP1R3C"
"842","Astrocytes%FANTOM%3.txt55","PTGIS"
"843","Astrocytes%FANTOM%3.txt56","PTN"
"844","Astrocytes%FANTOM%3.txt57","PTPRN"
"845","Astrocytes%FANTOM%3.txt58","RARRES1"
"846","Astrocytes%FANTOM%3.txt59","RARRES2"
"847","Astrocytes%FANTOM%3.txt60","RGS4"
"848","Astrocytes%FANTOM%3.txt61","CCL2"
"849","Astrocytes%FANTOM%3.txt62","CXCL12"
"850","Astrocytes%FANTOM%3.txt63","SFRP4"
"851","Astrocytes%FANTOM%3.txt64","SLC14A1"
"852","Astrocytes%FANTOM%3.txt65","SPARC"
"853","Astrocytes%FANTOM%3.txt66","TAGLN"
"854","Astrocytes%FANTOM%3.txt67","NR2F1"
"855","Astrocytes%FANTOM%3.txt68","TGM2"
"856","Astrocytes%FANTOM%3.txt69","THY1"
"857","Astrocytes%FANTOM%3.txt70","TPM1"
"858","Astrocytes%FANTOM%3.txt71","TPM2"
"859","Astrocytes%FANTOM%3.txt72","TNFSF4"
"860","Astrocytes%FANTOM%3.txt73","VCAM1"
"861","Astrocytes%FANTOM%3.txt74","ADAM12"
"862","Astrocytes%FANTOM%3.txt75","MFAP5"
"863","Astrocytes%FANTOM%3.txt76","FZD7"
"864","Astrocytes%FANTOM%3.txt77","RGS5"
"865","Astrocytes%FANTOM%3.txt78","PDE5A"
"866","Astrocytes%FANTOM%3.txt79","ADAM19"
"867","Astrocytes%FANTOM%3.txt80","CACNA1H"
"868","Astrocytes%FANTOM%3.txt81","DIRAS3"
"869","Astrocytes%FANTOM%3.txt82","CRLF1"
"870","Astrocytes%FANTOM%3.txt83","DHRS3"
"871","Astrocytes%FANTOM%3.txt84","ADAMTS2"
"872","Astrocytes%FANTOM%3.txt85","SEMA3E"
"873","Astrocytes%FANTOM%3.txt86","MRC2"
"874","Astrocytes%FANTOM%3.txt87","GFPT2"
"875","Astrocytes%FANTOM%3.txt88","HS3ST3A1"
"876","Astrocytes%FANTOM%3.txt89","EDIL3"
"877","Astrocytes%FANTOM%3.txt90","LRRC17"
"878","Astrocytes%FANTOM%3.txt91","BTN3A3"
"879","Astrocytes%FANTOM%3.txt92","MYL9"
"880","Astrocytes%FANTOM%3.txt93","SPON2"
"881","Astrocytes%FANTOM%3.txt94","POSTN"
"882","Astrocytes%FANTOM%3.txt95","NES"
"883","Astrocytes%FANTOM%3.txt96","GLIPR1"
"884","Astrocytes%FANTOM%3.txt97","PADI2"
"885","Astrocytes%FANTOM%3.txt98","FILIP1L"
"886","Astrocytes%FANTOM%3.txt99","NID2"
"887","Astrocytes%FANTOM%3.txt100","NFASC"
"888","Astrocytes%FANTOM%3.txt101","SULF1"
"889","Astrocytes%FANTOM%3.txt102","MXRA5"
"890","Astrocytes%FANTOM%3.txt103","PCOLCE2"
"891","Astrocytes%FANTOM%3.txt104","GREM1"
"892","Astrocytes%FANTOM%3.txt105","ANKRD1"
"893","Astrocytes%FANTOM%3.txt106","SRPX2"
"894","Astrocytes%FANTOM%3.txt107","EFEMP2"
"895","Astrocytes%FANTOM%3.txt108","CPA4"
"896","Astrocytes%FANTOM%3.txt109","COPZ2"
"897","Astrocytes%FANTOM%3.txt110","DACT1"
"898","Astrocytes%FANTOM%3.txt111","SCARA3"
"899","Astrocytes%FANTOM%3.txt112","MXRA8"
"900","Astrocytes%FANTOM%3.txt113","OLFML3"
"901","Astrocytes%FANTOM%3.txt114","RCN3"
"902","Astrocytes%FANTOM%3.txt115","FKBP10"
"903","Astrocytes%FANTOM%3.txt116","CLSTN2"
"904","Astrocytes%FANTOM%3.txt117","XYLT1"
"905","Astrocytes%FANTOM%3.txt118","GLT8D2"
"906","Astrocytes%FANTOM%3.txt119","SLC12A8"
"907","Astrocytes%FANTOM%3.txt120","CREB3L1"
"908","Astrocytes%FANTOM%3.txt121","LYPD1"
"909","B-cells%FANTOM%1.txt1","BLK"
"910","B-cells%FANTOM%1.txt2","CD19"
"911","B-cells%FANTOM%1.txt3","MS4A1"
"912","B-cells%FANTOM%1.txt4","CD22"
"913","B-cells%FANTOM%1.txt5","CD37"
"914","B-cells%FANTOM%1.txt6","CD79A"
"915","B-cells%FANTOM%1.txt7","PNOC"
"916","B-cells%FANTOM%1.txt8","SNX2"
"917","B-cells%FANTOM%1.txt9","MBD4"
"918","B-cells%FANTOM%1.txt10","STAG3"
"919","B-cells%FANTOM%1.txt11","PWP1"
"920","B-cells%FANTOM%1.txt12","SP140"
"921","B-cells%FANTOM%1.txt13","GGA2"
"922","B-cells%FANTOM%1.txt14","STAP1"
"923","B-cells%FANTOM%1.txt15","FCRL2"
"924","B-cells%FANTOM%1.txt16","SMC6"
"925","B-cells%FANTOM%2.txt1","BLK"
"926","B-cells%FANTOM%2.txt2","CD19"
"927","B-cells%FANTOM%2.txt3","CD22"
"928","B-cells%FANTOM%2.txt4","CD37"
"929","B-cells%FANTOM%2.txt5","CD79A"
"930","B-cells%FANTOM%2.txt6","PNOC"
"931","B-cells%FANTOM%2.txt7","MBD4"
"932","B-cells%FANTOM%2.txt8","STAG3"
"933","B-cells%FANTOM%2.txt9","SP140"
"934","B-cells%FANTOM%2.txt10","GGA2"
"935","B-cells%FANTOM%2.txt11","FCRL2"
"936","B-cells%FANTOM%2.txt12","SMC6"
"937","B-cells%FANTOM%3.txt1","BLK"
"938","B-cells%FANTOM%3.txt2","BTK"
"939","B-cells%FANTOM%3.txt3","CD19"
"940","B-cells%FANTOM%3.txt4","MS4A1"
"941","B-cells%FANTOM%3.txt5","CD22"
"942","B-cells%FANTOM%3.txt6","CD37"
"943","B-cells%FANTOM%3.txt7","CD79A"
"944","B-cells%FANTOM%3.txt8","CSNK1G3"
"945","B-cells%FANTOM%3.txt9","PHKB"
"946","B-cells%FANTOM%3.txt10","PNOC"
"947","B-cells%FANTOM%3.txt11","SNX2"
"948","B-cells%FANTOM%3.txt12","TRAF3"
"949","B-cells%FANTOM%3.txt13","MBD4"
"950","B-cells%FANTOM%3.txt14","DEPDC5"
"951","B-cells%FANTOM%3.txt15","STAG3"
"952","B-cells%FANTOM%3.txt16","PWP1"
"953","B-cells%FANTOM%3.txt17","SP140"
"954","B-cells%FANTOM%3.txt18","GGA2"
"955","B-cells%FANTOM%3.txt19","STAP1"
"956","B-cells%FANTOM%3.txt20","FCRL2"
"957","B-cells%FANTOM%3.txt21","SMC6"
"958","B-cells%HPCA%1.txt1","BLK"
"959","B-cells%HPCA%1.txt2","BTK"
"960","B-cells%HPCA%1.txt3","CD19"
"961","B-cells%HPCA%1.txt4","MS4A1"
"962","B-cells%HPCA%1.txt5","CD22"
"963","B-cells%HPCA%1.txt6","CD37"
"964","B-cells%HPCA%1.txt7","CD79A"
"965","B-cells%HPCA%1.txt8","CSNK1G3"
"966","B-cells%HPCA%1.txt9","CD180"
"967","B-cells%HPCA%1.txt10","PHKB"
"968","B-cells%HPCA%1.txt11","PNOC"
"969","B-cells%HPCA%1.txt12","POU2F1"
"970","B-cells%HPCA%1.txt13","PRKCB"
"971","B-cells%HPCA%1.txt14","SNX2"
"972","B-cells%HPCA%1.txt15","TRAF3"
"973","B-cells%HPCA%1.txt16","UBE2G1"
"974","B-cells%HPCA%1.txt17","PRDM2"
"975","B-cells%HPCA%1.txt18","MBD4"
"976","B-cells%HPCA%1.txt19","SLC24A1"
"977","B-cells%HPCA%1.txt20","DEPDC5"
"978","B-cells%HPCA%1.txt21","BCL2L11"
"979","B-cells%HPCA%1.txt22","STAG3"
"980","B-cells%HPCA%1.txt23","PRDM4"
"981","B-cells%HPCA%1.txt24","PWP1"
"982","B-cells%HPCA%1.txt25","SP140"
"983","B-cells%HPCA%1.txt26","RRAS2"
"984","B-cells%HPCA%1.txt27","GGA2"
"985","B-cells%HPCA%1.txt28","SIPA1L3"
"986","B-cells%HPCA%1.txt29","STAP1"
"987","B-cells%HPCA%1.txt30","P2RY10"
"988","B-cells%HPCA%1.txt31","CDC40"
"989","B-cells%HPCA%1.txt32","MIOS"
"990","B-cells%HPCA%1.txt33","AFTPH"
"991","B-cells%HPCA%1.txt34","DEF8"
"992","B-cells%HPCA%1.txt35","ARHGAP17"
"993","B-cells%HPCA%1.txt36","MFN1"
"994","B-cells%HPCA%1.txt37","WDR11"
"995","B-cells%HPCA%1.txt38","FCRL2"
"996","B-cells%HPCA%1.txt39","SMC6"
"997","B-cells%HPCA%1.txt40","C12orf49"
"998","B-cells%HPCA%1.txt41","PIKFYVE"
"999","B-cells%HPCA%1.txt42","JMJD1C"
"1000","B-cells%HPCA%1.txt43","MCM9"
"1001","B-cells%HPCA%1.txt44","EGOT"
"1002","B-cells%HPCA%2.txt1","CD19"
"1003","B-cells%HPCA%2.txt2","MS4A1"
"1004","B-cells%HPCA%2.txt3","CD22"
"1005","B-cells%HPCA%2.txt4","CD37"
"1006","B-cells%HPCA%2.txt5","CD79A"
"1007","B-cells%HPCA%2.txt6","SNX2"
"1008","B-cells%HPCA%2.txt7","PRDM4"
"1009","B-cells%HPCA%2.txt8","GGA2"
"1010","B-cells%HPCA%2.txt9","FCRL2"
"1011","B-cells%HPCA%2.txt10","SMC6"
"1012","B-cells%HPCA%3.txt1","BLK"
"1013","B-cells%HPCA%3.txt2","CD19"
"1014","B-cells%HPCA%3.txt3","HLA-DOA"
"1015","B-cells%HPCA%3.txt4","SPIB"
"1016","B-cells%HPCA%3.txt5","TNFRSF13B"
"1017","B-cells%HPCA%3.txt6","STAP1"
"1018","B-cells%HPCA%3.txt7","VPREB3"
"1019","B-cells%HPCA%3.txt8","FCRL2"
"1020","B-cells%NOVERSHTERN%1.txt1","ACTN2"
"1021","B-cells%NOVERSHTERN%1.txt2","TNFRSF17"
"1022","B-cells%NOVERSHTERN%1.txt3","BLK"
"1023","B-cells%NOVERSHTERN%1.txt4","CXCR5"
"1024","B-cells%NOVERSHTERN%1.txt5","CD19"
"1025","B-cells%NOVERSHTERN%1.txt6","MS4A1"
"1026","B-cells%NOVERSHTERN%1.txt7","CD22"
"1027","B-cells%NOVERSHTERN%1.txt8","CD37"
